timestamp,gpu_label,gpu_name,gpu_uuid,visible_vram_gib,memory_fraction,allocator_limit_gib,sequence_length,batch_size,num_heads,head_dim,dtype,baseline_memory_gib,peak_allocated_gib,peak_reserved_gib,status,error
2026-09-10T16:28:41.199011,4090,NVIDIA GeForce RTX 4090,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,23.98779296875,1.0,23.98779296875,13824,4,8,64,BF16,0.158203125,23.0001220703125,23.01171875,SUCCESS,
