sequence_length,naive_latency_ms,efficient_latency_ms,speedup_x,naive_peak_memory_gib,efficient_peak_memory_gib,memory_reduction_x
512,0.11075200140476227,0.12671999633312225,0.8739899353659762,0.0469970703125,0.0078125,6.015625
1024,0.43827199935913086,0.13926400244235992,3.1470587637356435,0.1485595703125,0.015625,9.5078125
2048,1.879040002822876,0.35225600004196167,5.334302332959665,0.5391845703125,0.03125,17.25390625
4096,7.35641622543335,1.1806720495224,6.230702444772139,2.0704345703125,0.0625,33.126953125
8192,28.97817611694336,4.741024017333984,6.112218797245965,8.1329345703125,0.125,65.0634765625
16384,892.2235107421875,17.26361656188965,51.68230582181826,32.2579345703125,0.25,129.03173828125
