timestamp,gpu_label,gpu_name,gpu_uuid,visible_vram_gib,memory_fraction,allocator_limit_gib,sequence_length,batch_size,num_heads,head_dim,dtype,baseline_memory_gib,peak_allocated_gib,peak_reserved_gib,status,error
2026-09-10T16:32:33.142796,4090,NVIDIA GeForce RTX 4090,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,23.98779296875,1.0,23.98779296875,14208,4,8,64,BF16,0.1640625,24.2930908203125,24.3046875,SUCCESS,
2026-09-10T16:32:34.115969,4090,NVIDIA GeForce RTX 4090,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,23.98779296875,1.0,23.98779296875,14272,4,8,64,BF16,0.1719970703125,24.5084228515625,24.5234375,SUCCESS,
2026-09-10T16:32:35.144269,4090,NVIDIA GeForce RTX 4090,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,23.98779296875,1.0,23.98779296875,14336,4,8,64,BF16,0.1719970703125,24.7266845703125,24.73828125,SUCCESS,
