timestamp,gpu_label,gpu_name,gpu_uuid,operation,precision,problem_size,median_ms,effective_bandwidth_gb_s,bandwidth_percent,achieved_tflops,arithmetic_intensity_flops_per_byte,ridge_point_flops_per_byte,roofline_classification
2026-09-10T15:50:12.514306,4090,NVIDIA GeForce RTX 4090,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,elementwise_add,FP32,200000000,2.606592059135437,920.7424658525354,91.34349859648168,,0.08333333333333333,81.94444444444444,MEMORY-BOUND
2026-09-10T15:50:12.514321,4090,NVIDIA GeForce RTX 4090,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,square_matmul,FP32,8192,19.876704216003418,,,55.31659654575659,1365.3333333333333,81.94444444444444,COMPUTE-BOUND
