elapsed_seconds,nvidia_timestamp,gpu_uuid,sm_clock_mhz,memory_clock_mhz,temperature_c,power_draw_w,power_limit_w,gpu_utilization_percent,memory_used_mib,memory_total_mib
869.3157035999975,2026/09/10 17:27:32.310,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,450.64,450.00,100,1627,24564
874.3636745000003,2026/09/10 17:27:37.358,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,449.29,450.00,100,1627,24564
879.4114477999974,2026/09/10 17:27:42.406,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,449.53,450.00,100,1627,24564
884.4606660999998,2026/09/10 17:27:47.455,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,448.64,450.00,100,1627,24564
889.5080250999999,2026/09/10 17:27:52.502,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.08,450.00,100,1627,24564
894.5561754999981,2026/09/10 17:27:57.550,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.79,450.00,100,1627,24564
899.6190994999997,2026/09/10 17:28:02.614,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.67,450.00,100,1627,24564
904.668440999998,2026/09/10 17:28:07.662,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,449.52,450.00,100,1627,24564
909.7194005999991,2026/09/10 17:28:12.712,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,448.67,450.00,100,1627,24564
914.7790924999972,2026/09/10 17:28:17.773,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,450.35,450.00,100,1627,24564
919.8221604999999,2026/09/10 17:28:22.816,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,450.65,450.00,100,1627,24564
924.8649841000006,2026/09/10 17:28:27.858,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.93,450.00,100,1627,24564
929.9154546999998,2026/09/10 17:28:32.908,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,450.56,450.00,100,1627,24564
934.9661053999989,2026/09/10 17:28:37.960,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,75,449.23,450.00,100,1627,24564
940.0162949999976,2026/09/10 17:28:43.010,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.27,450.00,100,1627,24564
945.0688349999982,2026/09/10 17:28:48.062,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,449.91,450.00,99,1627,24564
950.1162178999984,2026/09/10 17:28:53.110,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.80,450.00,100,1627,24564
955.1653912000002,2026/09/10 17:28:58.159,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,449.20,450.00,100,1627,24564
960.2145270000001,2026/09/10 17:29:03.206,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.34,450.00,100,1627,24564
965.2607437999977,2026/09/10 17:29:08.254,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.54,450.00,100,1627,24564
970.3097003999974,2026/09/10 17:29:13.303,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,450.44,450.00,100,1627,24564
975.3639368999975,2026/09/10 17:29:18.357,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.66,450.00,100,1627,24564
980.4255539000005,2026/09/10 17:29:23.419,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,450.58,450.00,100,1627,24564
985.4751876999981,2026/09/10 17:29:28.469,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.25,450.00,100,1627,24564
990.5233291999975,2026/09/10 17:29:33.517,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.58,450.00,100,1627,24564
995.5884673,2026/09/10 17:29:38.580,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,449.54,450.00,100,1627,24564
1000.6368817999974,2026/09/10 17:29:43.630,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,450.41,450.00,100,1627,24564
1005.6996911999995,2026/09/10 17:29:48.692,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,450.01,450.00,100,1627,24564
1010.7456168999997,2026/09/10 17:29:53.739,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,448.70,450.00,100,1627,24564
1015.8091897999984,2026/09/10 17:29:58.802,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2520,10251,76,449.81,450.00,100,1627,24564
1020.8575550999994,2026/09/10 17:30:03.851,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.80,450.00,100,1627,24564
1025.9027900999972,2026/09/10 17:30:08.896,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,448.89,450.00,100,1627,24564
1030.9488607999992,2026/09/10 17:30:13.942,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,450.68,450.00,100,1627,24564
1035.9937103999982,2026/09/10 17:30:18.988,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.17,450.00,100,1627,24564
1041.0355390000004,2026/09/10 17:30:24.029,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.04,450.00,100,1627,24564
1046.1182014999977,2026/09/10 17:30:29.109,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.71,450.00,100,1627,24564
1051.1802271999986,2026/09/10 17:30:34.173,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.80,450.00,100,1627,24564
1056.2747127000002,2026/09/10 17:30:39.268,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.56,450.00,100,1627,24564
1061.3223130999977,2026/09/10 17:30:44.316,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,450.21,450.00,100,1627,24564
1066.3705957999991,2026/09/10 17:30:49.364,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.40,450.00,100,1627,24564
1071.434993499999,2026/09/10 17:30:54.429,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.71,450.00,100,1627,24564
1076.5211175000004,2026/09/10 17:30:59.514,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,450.44,450.00,100,1627,24564
1081.6325911999993,2026/09/10 17:31:04.625,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,449.09,450.00,100,1627,24564
1086.7118378999985,2026/09/10 17:31:09.705,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,450.07,450.00,100,1627,24564
1091.7754036000006,2026/09/10 17:31:14.768,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,450.23,450.00,100,1627,24564
1096.8273794999986,2026/09/10 17:31:19.819,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.16,450.00,100,1627,24564
1101.8686247999976,2026/09/10 17:31:24.861,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.24,450.00,100,1627,24564
1106.9278250999996,2026/09/10 17:31:29.921,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,75,447.90,450.00,100,1627,24564
1111.9867687000005,2026/09/10 17:31:34.979,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.67,450.00,100,1627,24564
1117.0904854,2026/09/10 17:31:40.081,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,449.82,450.00,100,1627,24564
1122.1352617999983,2026/09/10 17:31:45.128,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.63,450.00,100,1627,24564
1127.189227699997,2026/09/10 17:31:50.181,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.96,450.00,100,1627,24564
1132.2375367999994,2026/09/10 17:31:55.230,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,450.46,450.00,100,1627,24564
1137.2861303999998,2026/09/10 17:32:00.279,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.53,450.00,100,1627,24564
1142.3361867999993,2026/09/10 17:32:05.328,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,449.03,450.00,100,1627,24564
1147.3976160999991,2026/09/10 17:32:10.390,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,449.17,450.00,100,1627,24564
1152.4462883999986,2026/09/10 17:32:15.438,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.85,450.00,100,1627,24564
1157.4947334999997,2026/09/10 17:32:20.487,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,448.75,450.00,100,1627,24564
1162.5425751999974,2026/09/10 17:32:25.535,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.94,450.00,100,1627,24564
1167.6392328999973,2026/09/10 17:32:30.632,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,449.90,450.00,100,1627,24564
1172.7493842999975,2026/09/10 17:32:35.741,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,448.17,450.00,100,1627,24564
1177.8026882999984,2026/09/10 17:32:40.794,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.92,450.00,100,1627,24564
1182.8644886000002,2026/09/10 17:32:45.857,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.65,450.00,100,1627,24564
1187.9147639999974,2026/09/10 17:32:50.906,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2460,10251,76,448.42,450.00,100,1627,24564
1192.9662747000002,2026/09/10 17:32:55.958,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,449.97,450.00,100,1627,24564
1198.0215050999977,2026/09/10 17:33:01.013,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.35,450.00,100,1617,24564
