elapsed_seconds,nvidia_timestamp,gpu_uuid,sm_clock_mhz,memory_clock_mhz,temperature_c,power_draw_w,power_limit_w,gpu_utilization_percent,memory_used_mib,memory_total_mib
712.7025211999971,2026/09/10 17:24:55.698,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.73,450.00,100,1627,24564
717.7571723000001,2026/09/10 17:25:00.753,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,450.27,450.00,100,1627,24564
722.8136965999984,2026/09/10 17:25:05.809,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.59,450.00,100,1627,24564
727.8657334999989,2026/09/10 17:25:10.862,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.64,450.00,100,1627,24564
732.90553,2026/09/10 17:25:15.901,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,449.95,450.00,100,1627,24564
737.9687521999986,2026/09/10 17:25:20.963,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.71,450.00,100,1627,24564
743.0180168999977,2026/09/10 17:25:26.013,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.36,450.00,100,1627,24564
748.0698115999985,2026/09/10 17:25:31.065,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.84,450.00,100,1627,24564
753.1183184999973,2026/09/10 17:25:36.114,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.66,450.00,100,1627,24564
758.1821568999985,2026/09/10 17:25:41.178,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,450.48,450.00,100,1627,24564
763.2314616000003,2026/09/10 17:25:46.226,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,450.55,450.00,100,1627,24564
768.2844826,2026/09/10 17:25:51.280,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,448.72,450.00,100,1627,24564
773.3325371999999,2026/09/10 17:25:56.328,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.22,450.00,100,1627,24564
778.3838006000005,2026/09/10 17:26:01.378,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,450.18,450.00,100,1627,24564
783.4452826999986,2026/09/10 17:26:06.441,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,451.02,450.00,100,1627,24564
788.5082124,2026/09/10 17:26:11.503,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.28,450.00,100,1627,24564
793.5574538000001,2026/09/10 17:26:16.551,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,448.03,450.00,100,1627,24564
798.6223885999971,2026/09/10 17:26:21.616,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.90,450.00,100,1627,24564
803.6683585999999,2026/09/10 17:26:26.663,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,450.35,450.00,100,1627,24564
808.7176156999994,2026/09/10 17:26:31.712,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,448.76,450.00,100,1627,24564
813.7662103999974,2026/09/10 17:26:36.760,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,448.68,450.00,100,1627,24564
818.8316954000002,2026/09/10 17:26:41.827,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,450.17,450.00,100,1627,24564
823.8803282999979,2026/09/10 17:26:46.875,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,450.69,450.00,100,1627,24564
828.9238991999991,2026/09/10 17:26:51.919,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,76,449.84,450.00,100,1627,24564
833.9822524999981,2026/09/10 17:26:56.976,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,76,450.63,450.00,100,1627,24564
839.0264151999982,2026/09/10 17:27:02.021,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2490,10251,75,448.59,450.00,100,1627,24564
844.0682104999978,2026/09/10 17:27:07.063,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,450.33,450.00,100,1627,24564
849.1172769000004,2026/09/10 17:27:12.112,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.68,450.00,100,1627,24564
854.1656016999987,2026/09/10 17:27:17.160,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2475,10251,75,448.26,450.00,100,1627,24564
859.2142467999984,2026/09/10 17:27:22.208,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2460,10251,76,448.23,450.00,100,1627,24564
864.2622905999997,2026/09/10 17:27:27.256,GPU-b60240a9-31a3-126f-751f-afc1dcc1d73f,2505,10251,76,449.22,450.00,100,1627,24564
